crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2017-04-24T00:00:00.000,16:55,,,40.7244030,-73.9958900,"(40.724403, -73.99589)",LAFAYETTE STREET                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3656992,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2017-04-16T00:00:00.000,8:30,QUEENS,11357,40.7857740,-73.8095600,"(40.785774, -73.80956)",,,15-33     CLINTONVILLE STREET           ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3651713,Sedan,Sedan,,,
2017-04-29T00:00:00.000,13:05,BROOKLYN,11235,40.5762400,-73.9595200,"(40.57624, -73.95952)",,,3260      CONEY ISLAND AVENUE           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3662881,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-28T00:00:00.000,14:45,BROOKLYN,11231,40.6829300,-74.0056840,"(40.68293, -74.005684)",HAMILTON AVENUE                 ,SUMMIT STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3659189,Pick-up Truck,Sedan,,,
2017-04-29T00:00:00.000,0:00,,,40.8430630,-73.9095400,"(40.843063, -73.90954)",MORRIS AVENUE                   ,,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3663599,Taxi,,,,
2017-04-19T00:00:00.000,13:00,,,40.7655500,-73.8391100,"(40.76555, -73.83911)",VAN WYCK EXPWY                  ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3653881,Sedan,Sedan,,,
2017-04-22T00:00:00.000,16:50,BROOKLYN,11214,40.5992470,-74.0014600,"(40.599247, -74.00146)",CROPSEY AVENUE                  ,BAY 26 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3655544,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2017-04-21T00:00:00.000,13:15,,,40.8027530,-73.9335800,"(40.802753, -73.93358)",,,EAST 125 STREET                         ,1,0,1,0,0,0,0,0,Unspecified,,,,,3654918,Sedan,,,,
2017-05-02T00:00:00.000,13:38,,,40.7666660,-73.9670700,"(40.766666, -73.96707)",EAST 65 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3661980,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-01T00:00:00.000,10:00,,,40.8548740,-73.9167940,"(40.854874, -73.916794)",,,SEDGWICK AVENUE                         ,0,0,0,0,0,0,0,0,Unspecified,,,,,3660989,Sedan,,,,
2017-04-21T00:00:00.000,14:30,QUEENS,11435,40.7021300,-73.8044500,"(40.70213, -73.80445)",150 STREET                      ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3654903,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-28T00:00:00.000,19:30,,,40.7451480,-73.9334800,"(40.745148, -73.93348)",VANDAM STREET                   ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3659195,Station Wagon/Sport Utility Vehicle,Taxi,,,
2019-12-03T00:00:00.000,19:00,,,,,,WILLIAMSBURG BRIDGE OUTER ROADWA,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4252706,Sedan,Garbage or Refuse,,,
2020-02-22T00:00:00.000,22:25,,,,,,AVENUE OF THE AMERICAS          ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4292019,Station Wagon/Sport Utility Vehicle,,,,
2017-09-11T00:00:00.000,18:30,QUEENS,11422,40.6655580,-73.7298500,"(40.665558, -73.72985)",HOOK CREEK BOULEVARD            ,SUNRISE HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,3748399,Sedan,,,,
2017-05-06T00:00:00.000,18:45,,,40.7359400,-73.8588700,"(40.73594, -73.85887)",HORACE HARDING EXPRESSWAY       ,99 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3665108,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-22T00:00:00.000,16:00,MANHATTAN,10033,40.8493080,-73.9319200,"(40.849308, -73.93192)",WEST 182 STREET                 ,AUDUBON AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing Too Closely,,,,3656604,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-25T00:00:00.000,10:00,,,40.8322220,-73.8574000,"(40.832222, -73.8574)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3657247,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-05T00:00:00.000,14:30,,,40.6588100,-73.9817200,"(40.65881, -73.98172)",PROSPECT PARK WEST              ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3663862,Box Truck,Sedan,,,
2017-05-01T00:00:00.000,15:20,,,40.8494030,-73.8714450,"(40.849403, -73.871445)",BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3661184,Sedan,Sedan,,,
2017-04-24T00:00:00.000,21:30,,,40.7044000,-73.7708900,"(40.7044, -73.77089)",LIBERTY AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3656622,Sedan,Pick-up Truck,,,
2017-05-06T00:00:00.000,10:35,QUEENS,11355,40.7600200,-73.8348700,"(40.76002, -73.83487)",,,37-52A    COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3664295,Van,Sedan,,,
2017-05-04T00:00:00.000,11:30,,,40.7831800,-73.9436200,"(40.78318, -73.94362)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,,,3663884,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-30T00:00:00.000,16:38,BROOKLYN,11233,40.6761900,-73.9081000,"(40.67619, -73.9081)",EASTERN PARKWAY                 ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3661070,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-21T00:00:00.000,16:15,QUEENS,11377,40.7371440,-73.9171000,"(40.737144, -73.9171)",49 STREET                       ,50 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3655007,Taxi,Sedan,,,
2017-04-15T00:00:00.000,10:30,BROOKLYN,11207,40.6793370,-73.8948300,"(40.679337, -73.89483)",ARLINGTON AVENUE                ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3651778,Sedan,Sedan,,,
2017-05-08T00:00:00.000,8:45,BROOKLYN,11226,40.6548700,-73.9619100,"(40.65487, -73.96191)",PARKSIDE AVENUE                 ,OCEAN AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3665578,Station Wagon/Sport Utility Vehicle,,,,
2017-05-02T00:00:00.000,12:10,MANHATTAN,10019,40.7604560,-73.9837400,"(40.760456, -73.98374)",WEST 49 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Obstruction/Debris,Obstruction/Debris,,,,3662145,Taxi,Taxi,,,
2017-04-27T00:00:00.000,19:00,,,40.7596240,-73.9954800,"(40.759624, -73.99548)",10 AVENUE                       ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3678647,Sedan,Sedan,,,
2017-04-21T00:00:00.000,21:30,QUEENS,11385,40.7053760,-73.8686140,"(40.705376, -73.868614)",80 STREET                       ,78 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3655075,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,21:41,,,40.7038350,-73.7574160,"(40.703835, -73.757416)",111 AVENUE                      ,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3656846,Sedan,Sedan,,,
2017-04-19T00:00:00.000,10:30,MANHATTAN,10025,40.7955320,-73.9758450,"(40.795532, -73.975845)",WEST 95 STREET                  ,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3654133,Sedan,Sedan,,,
2017-04-21T00:00:00.000,19:15,QUEENS,11354,,,,NORTHERN BOULEVARD              ,PRINCE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3655164,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-05T00:00:00.000,11:30,,,40.5990520,-74.1627000,"(40.599052, -74.1627)",,,2018      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,Unspecified,,,3664179,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,
2017-05-07T00:00:00.000,19:00,BROOKLYN,11212,40.6641270,-73.9234900,"(40.664127, -73.92349)",,,82        ROCKAWAY PARKWAY              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3665761,Sedan,,,,
2017-04-18T00:00:00.000,15:00,QUEENS,11356,40.7840700,-73.8494340,"(40.78407, -73.849434)",118 STREET                      ,15 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3653213,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2017-05-06T00:00:00.000,8:30,STATEN ISLAND,10305,40.5833900,-74.0897900,"(40.58339, -74.08979)",BUEL AVENUE                     ,MASON AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3664390,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-05T00:00:00.000,8:50,,,,,,WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3663704,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-26T00:00:00.000,22:45,,,40.8365020,-73.8251650,"(40.836502, -73.825165)",BRUCKNER EXPRESSWAY             ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3659673,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-01T00:00:00.000,8:45,BROOKLYN,11207,40.6613960,-73.8927700,"(40.661396, -73.89277)",,,641       PENNSYLVANIA AVENUE           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3660911,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,15:30,MANHATTAN,10033,40.8496060,-73.9326550,"(40.849606, -73.932655)",,,570       WEST 182 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3657756,Station Wagon/Sport Utility Vehicle,,,,
2017-05-04T00:00:00.000,10:40,MANHATTAN,10007,40.7171860,-74.0129000,"(40.717186, -74.0129)",WEST STREET                     ,CHAMBERS STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3663059,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-15T00:00:00.000,9:07,,,40.5844230,-73.9877400,"(40.584423, -73.98774)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3652272,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-02T00:00:00.000,16:30,,,40.7162480,-73.7638500,"(40.716248, -73.76385)",197 STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3661697,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-26T00:00:00.000,7:30,,,40.6547700,-74.0070800,"(40.65477, -74.00708)",GOWANUS EXPY (BQE)              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,3661895,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-23T00:00:00.000,4:00,MANHATTAN,10003,40.7296260,-73.9882900,"(40.729626, -73.98829)",,,232       EAST 9 STREET                 ,0,0,0,0,0,0,0,0,Passenger Distraction,Following Too Closely,,,,3659799,Sedan,Sedan,,,
2017-04-25T00:00:00.000,9:30,BROOKLYN,11226,40.6508560,-73.9486000,"(40.650856, -73.9486)",CHURCH AVENUE                   ,FAIRVIEW PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3657916,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-14T00:00:00.000,0:30,,,40.5483100,-74.1788700,"(40.54831, -74.17887)",,,DRUMGOOLE ROAD EAST                     ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3650474,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-27T00:00:00.000,13:14,MANHATTAN,10021,40.7704240,-73.9622200,"(40.770424, -73.96222)",EAST 72 STREET                  ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3658942,Motorcycle,Van,,,
2017-04-16T00:00:00.000,21:07,,,40.8403600,-73.9180700,"(40.84036, -73.91807)",WEST 170 STREET                 ,JEROME AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3652375,Sedan,Sedan,,,
2017-05-07T00:00:00.000,14:00,,,40.5852500,-73.9872800,"(40.58525, -73.98728)",CROPSEY AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3665438,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-22T00:00:00.000,11:00,,,40.7382430,-73.9739400,"(40.738243, -73.97394)",,,FDR DRIVE                               ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3655223,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-29T00:00:00.000,18:43,BROOKLYN,11203,40.6524620,-73.9228500,"(40.652462, -73.92285)",CHURCH AVENUE                   ,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3659913,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-30T00:00:00.000,22:40,BRONX,10465,40.8204800,-73.8180900,"(40.82048, -73.81809)",EAST TREMONT AVENUE             ,SAMPSON AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3661856,Sedan,Sedan,,,
2017-04-24T00:00:00.000,8:25,BRONX,10460,40.8363380,-73.8847400,"(40.836338, -73.88474)",,,990       EAST 174 STREET               ,1,0,1,0,0,0,0,0,Other Vehicular,,,,,3656520,Sedan,,,,
2017-04-24T00:00:00.000,17:30,BROOKLYN,11218,40.6322400,-73.9752960,"(40.63224, -73.975296)",,,810       EAST 3 STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3656866,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-25T00:00:00.000,17:20,MANHATTAN,10028,40.7769600,-73.9595640,"(40.77696, -73.959564)",EAST 81 STREET                  ,PARK AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3657687,Taxi,,,,
2017-05-05T00:00:00.000,23:00,QUEENS,11355,40.7453040,-73.8259500,"(40.745304, -73.82595)",MAIN STREET                     ,58 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3664286,Sedan,Taxi,,,
2017-05-01T00:00:00.000,8:19,BRONX,10467,40.8678000,-73.8625100,"(40.8678, -73.86251)",ARNOW AVENUE                    ,MATTHEWS AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3661252,Station Wagon/Sport Utility Vehicle,Taxi,,,
2017-04-29T00:00:00.000,11:00,,,,,,ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3659493,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-05T00:00:00.000,8:05,,,40.8146360,-73.7958150,"(40.814636, -73.795815)",THROGS NECK BRIDGE              ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3664644,Sedan,Box Truck,,,
2017-04-23T00:00:00.000,17:24,QUEENS,11385,40.7076640,-73.8949500,"(40.707664, -73.89495)",,,64-02     MADISON STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3656310,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,13:00,,,40.7938100,-73.9511200,"(40.79381, -73.95112)",,,79        WEST DRIVE                    ,1,0,0,0,1,0,0,0,Driver Inexperience,,,,,3666448,Bike,,,,
2017-04-20T00:00:00.000,23:44,MANHATTAN,10030,40.8236470,-73.9438550,"(40.823647, -73.943855)",EDGECOMBE AVENUE                ,WEST 145 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3654529,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-06T00:00:00.000,22:15,MANHATTAN,10040,40.8552100,-73.9294400,"(40.85521, -73.92944)",,,1609      SAINT NICHOLAS AVENUE         ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3665505,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-05T00:00:00.000,16:45,,,40.8022000,-73.9678000,"(40.8022, -73.9678)",BROADWAY                        ,WEST 107 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3665564,Sedan,Sedan,,,
2018-02-16T00:00:00.000,19:40,,,,,,FDR DRIVE                       ,EAST HOUSTON STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3848563,Sedan,,,,
2017-04-23T00:00:00.000,12:15,MANHATTAN,10036,40.7595370,-73.9854400,"(40.759537, -73.98544)",,,1567      BROADWAY                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3660943,Sedan,Pick-up Truck,,,
2017-04-26T00:00:00.000,20:05,BROOKLYN,11210,40.6286470,-73.9520700,"(40.628647, -73.95207)",BEDFORD AVENUE                  ,AVENUE I,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3658875,Sedan,Sedan,,,
2017-05-03T00:00:00.000,15:00,,,40.7555050,-73.9680700,"(40.755505, -73.96807)",2 AVENUE                        ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3662648,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-25T00:00:00.000,14:30,,,40.6102100,-74.1332600,"(40.61021, -74.13326)",PURDY AVENUE                    ,MANN AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Failure to Yield Right-of-Way,,,,3657469,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-05T00:00:00.000,19:00,BRONX,10469,40.8831520,-73.8562850,"(40.883152, -73.856285)",EAST 221 STREET                 ,BRONXWOOD AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3664867,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-29T00:00:00.000,4:55,BROOKLYN,11236,40.6355500,-73.9108000,"(40.63555, -73.9108)",,,956       EAST 82 STREET                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3660091,Sedan,Taxi,,,
2017-04-27T00:00:00.000,2:40,,,40.6587220,-73.9751700,"(40.658722, -73.97517)",11 AVENUE                       ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3658247,Sedan,Bike,,,
2017-04-21T00:00:00.000,14:36,BRONX,10452,40.8305630,-73.9272700,"(40.830563, -73.92727)",MACOMBS DAM BRIDGE              ,JEROME AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,3656600,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-25T00:00:00.000,13:00,,,40.6182100,-73.8972800,"(40.61821, -73.89728)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3657181,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-26T00:00:00.000,14:45,,,40.7819500,-73.9754900,"(40.78195, -73.97549)",COLUMBUS AVENUE                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3658222,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,10:40,,,40.6041300,-74.0201500,"(40.60413, -74.02015)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3659052,Sedan,Sedan,,,
2017-05-05T00:00:00.000,15:10,MANHATTAN,10018,40.7552900,-73.9949300,"(40.75529, -73.99493)",9 AVENUE                        ,WEST 37 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3665184,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-06T00:00:00.000,3:45,,,40.7376820,-73.8520600,"(40.737682, -73.85206)",HORACE HARDING EXPRESSWAY       ,108 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3664071,Sedan,,,,
2017-04-30T00:00:00.000,16:30,QUEENS,11373,40.7339670,-73.8717700,"(40.733967, -73.87177)",,,90-15     QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3660456,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-26T00:00:00.000,12:30,QUEENS,11418,40.6966200,-73.8162000,"(40.69662, -73.8162)",ATLANTIC AVENUE                 ,133 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3657588,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-17T00:00:00.000,17:25,,,,,,GRAND ARMY PLAZA                ,UNION STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Passing or Lane Usage Improper,,,,3652888,Van,Station Wagon/Sport Utility Vehicle,,,
2017-05-02T00:00:00.000,17:30,,,40.8438300,-73.8377760,"(40.84383, -73.837776)",HUTCHINSON RIVER PARKWAY RAMP   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3662248,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-14T00:00:00.000,10:50,,,40.7360300,-73.9978100,"(40.73603, -73.99781)",WEST 12 STREET                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3651672,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,8:00,QUEENS,11385,40.7091300,-73.9043600,"(40.70913, -73.90436)",GROVE STREET                    ,FOREST AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3666785,Sedan,,,,
2017-04-21T00:00:00.000,21:18,BRONX,10475,40.8831300,-73.8216550,"(40.88313, -73.821655)",,,3320      HUTCHINSON AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3655107,Station Wagon/Sport Utility Vehicle,,,,
2017-04-27T00:00:00.000,18:30,,,40.8249900,-73.9166200,"(40.82499, -73.91662)",EAST 161 STREET                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3659355,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-05T00:00:00.000,9:47,,,40.7707700,-73.9172700,"(40.77077, -73.91727)",31 STREET                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3664528,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-25T00:00:00.000,17:15,MANHATTAN,10010,40.7402840,-73.9807360,"(40.740284, -73.980736)",,,244       EAST 26 STREET                ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3657678,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,16:00,BROOKLYN,11249,40.7190360,-73.9596800,"(40.719036, -73.95968)",,,110       NORTH 7 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3667206,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-09-26T00:00:00.000,13:14,,,40.6673130,-73.7392600,"(40.667313, -73.73926)",LAURELTON PARKWAY               ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4351739,Sedan,,,,
2018-07-22T00:00:00.000,13:30,,,40.7347680,-73.8745900,"(40.734768, -73.87459)",56 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3947174,Station Wagon/Sport Utility Vehicle,,,,
2018-02-16T00:00:00.000,20:30,,,,,,RICHMOND AVENUE                 ,DRAPER PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3847417,Sedan,Sedan,,,
2017-04-20T00:00:00.000,8:18,QUEENS,11692,40.5927850,-73.7971650,"(40.592785, -73.797165)",BEACH CHANNEL DRIVE             ,BEACH 68 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3654293,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,8:24,QUEENS,11366,40.7261160,-73.7906300,"(40.726116, -73.79063)",,,177-21    UNION TURNPIKE                ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3665574,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-22T00:00:00.000,0:00,QUEENS,11377,,,,,,58-65     52nd ave                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3655189,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-17T00:00:00.000,8:53,MANHATTAN,10012,40.7211720,-73.9965800,"(40.721172, -73.99658)",MULBERRY STREET                 ,KENMARE STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3652669,Box Truck,Pick-up Truck,,,
2017-05-09T00:00:00.000,12:12,,,,,,BEACH 38 STREET                 ,,,0,0,0,0,0,0,0,0,Turning Improperly,Following Too Closely,,,,3667998,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-29T00:00:00.000,13:30,,,,,,EAST FORDHAM ROAD               ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3678287,Sedan,Sedan,,,
2017-04-27T00:00:00.000,14:20,BRONX,10465,40.8281250,-73.8410500,"(40.828125, -73.84105)",BRUCKNER BOULEVARD              ,BRUSH AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3660401,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-05T00:00:00.000,15:00,,,40.8033520,-73.9292200,"(40.803352, -73.92922)",WILLIS AVE BRIDGE               ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3664158,Box Truck,Sedan,,,
2017-05-07T00:00:00.000,12:07,,,40.6535500,-73.8623200,"(40.65355, -73.86232)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3664944,Sedan,Station Wagon/Sport Utility Vehicle,,,
